x,y,z
30.636002,6.794,198.05602
30.462002,6.886,198.17201
30.11,7.168,198.08
19.318,18.61,96.69401
19.562,18.536001,96.186005
19.338001,18.558,96.838005
19.236,18.598001,96.948006
19.238,18.538,97.21001
31.682001,38.210003,16.732
58.956,33.546,86.23
8.486,52.936,114.350006
8.338,52.81,114.50001
8.02,52.562004,114.30401
16.34,32.744003,48.076004
16.292002,32.74,47.844
55.870003,48.72,37.170002
56.366,48.758003,37.134003
55.782,48.764004,36.966003
15.192,47.65,35.284
15.316001,47.804,35.308002
15.684001,47.97,35.106003
15.104001,47.742,35.480003
41.526,49.97,89.206
41.362003,49.924004,88.844
41.234,50.306004,89.240005
45.302002,54.336002,106.03001
36.752003,27.032001,28.068
33.866,51.180004,77.698006
33.694,51.246002,77.424
33.57,51.442,77.498
33.734,51.13,77.208
41.414,49.792004,88.662
41.196003,49.980003,88.55601
51.748,35.594,123.00201
51.61,35.164,122.936005
51.518,35.546,123.020004
51.564003,35.372,122.976006
4.3380003,24.484001,99.434006
3.1420002,28.850002,107.98
3.2200003,29.262001,108.008
3.288,28.684002,107.90201
3.1840003,28.374,107.924
44.510002,27.598001,177.16801
44.432003,27.362001,176.55
44.814003,27.588001,176.92601
44.672,27.354002,176.33
19.134,28.602001,145.53001
19.008001,28.764002,144.936
6.1640005,32.942,91.384
6.3580003,32.332,91.602005
6.2260003,32.414,91.576004
6.4400005,31.820002,91.76
17.754002,30.380001,47.668003
18.166,30.102001,48.100002
18.086,30.082,48.13
18.45,29.640001,48.876003
9.5060005,52.834003,113.37401
9.554001,53.102,113.504005
9.724001,53.124004,113.478004
9.786,53.098003,113.434006
9.662001,52.894,113.32201
19.69,28.072,145.89601
19.428001,28.320002,146.01201
25.85,21.674002,71.78001
25.87,21.734001,72.15
25.786001,21.744001,71.678
25.808,21.684002,71.340004
23.494001,23.952002,64.47
23.314001,24.188002,63.880005
23.674002,24.148,64.62
39.202003,54.570004,27.166
38.894,54.882004,27.212002
38.262,55.440002,27.382002
47.722004,6.2500005,63.074
48.084003,5.7860003,63.662003
19.060001,28.688002,145.92401
55.962,15.544001,36.544003
56.178,16.048,35.208
56.202003,15.666,36.098003
56.216003,15.192,37.236
57.300003,29.918001,90.022
57.404003,30.022001,89.586006
57.252003,30.092001,89.758
57.088,30.292002,89.75201
13.314001,48.194004,39.116
13.540001,48.534004,39.204002
29.724,53.374004,28.746002
29.668001,53.29,28.850002
29.938002,53.4,28.934002
25.992,60.732002,4.342
25.896002,60.712,4.2060003
25.856,60.714005,4.4760003
57.282,30.584002,88.66601
57.212,30.362001,89.240005
57.342003,30.278002,89.12601
15.314001,46.248,87.534004
16.252,46.58,87.378006
4.2840004,34.936,1.71
24.522001,27.772001,198.94202
24.328001,27.826002,198.97202
12.836,43.906002,69.15401
12.726001,43.916,68.972
12.652,43.634003,68.872
28.056002,19.896002,81.832
27.976002,20.106,81.55
59.114002,13.700001,61.228004
59.042004,13.394001,61.510002
59.124004,13.412001,61.046
59.082005,14.238001,61.58
62.106003,43.4,6.182
62.322002,43.668003,6.3500004
55.076004,36.338,112.95801
64.906006,31.416002,18.232
64.942,31.28,18.526001
64.786,31.484001,18.754002
64.784004,31.400002,19.18
9.284,23.786001,150.96
9.142,23.456001,150.778
9.656,23.674002,150.41
21.022001,28.230001,11.042001
20.798,28.352001,11.056001
20.786001,28.042002,11.02
20.974,27.966002,11.000001
15.260001,43.760002,34.038002
15.326001,43.344,33.984
15.240001,43.452003,34.188
15.082001,43.654003,34.478
54.146004,31.460001,118.148
54.034004,30.774002,117.816
54.030003,30.952002,117.71001
62.168003,20.372002,34.104
62.096004,20.094002,34.848003
62.110004,20.114,34.396
62.122,20.1,33.994003
46.136,46.878002,81.850006
45.86,47.006,81.356
46.044003,46.802002,82.018005
32.776,19.628,201.64401
32.81,19.612001,201.76201
18.452002,38.168003,34.570004
18.730001,38.368,33.826
18.79,38.094,34.320004
18.758001,37.724003,35.172
27.662,19.45,93.12401
27.812002,19.348001,93.564
27.756,19.244001,93.714005
27.748001,19.508001,93.046005
28.938002,54.524002,18.116001
28.924002,54.734,17.614
32.878002,19.184,201.84001
32.892002,19.438002,201.88
19.074001,38.348003,33.462
19.352001,38.156002,33.522003
19.380001,37.910004,34.022003
19.662,37.550003,34.416
54.300003,37.910004,94.814
54.178,38.124,94.79401
34.462,29.392002,8.984
34.872,29.454,8.906
56.398003,29.812002,98.65
56.358,29.746002,98.90201
56.302002,29.844002,98.938
28.79,54.274002,17.548
37.788002,18.574001,115.97001
37.58,18.452002,115.98401
37.768,18.464,115.898
41.844,55.960003,104.490005
41.196003,56.338,104.33401
41.284,56.390003,104.702
10.368,53.670002,113.476006
10.422001,53.694004,113.36001
10.330001,53.526,113.30601
51.374,60.432003,2.0240002
51.782,60.196003,2.112
51.454002,60.326004,1.94
51.126003,60.514004,1.7780001
47.996002,31.068,184.81601
30.776001,15.652,81.312004
30.812002,15.514001,81.336006
30.862001,15.494,81.962006
53.172,23.340002,14.984001
53.744003,22.762001,15.304001
33.836002,36.164,12.314
33.378002,36.204002,12.254001
33.166,36.004,12.000001
32.874,16.75,105.01601
32.758003,16.706001,104.718
32.956,16.616001,104.82201
33.086002,16.578001,104.898
48.570004,31.340002,184.89601
35.904003,16.378,50.468002
35.652,16.900002,50.770004
32.016003,56.506004,108.90201
31.420002,56.424004,108.73801
30.698002,56.33,108.578
31.036001,17.182001,113.82201
30.716002,17.058,113.728004
31.062002,17.124,113.73601
29.960001,26.398,193.076
14.264001,10.392,197.802
14.330001,10.530001,197.682
17.734001,31.712002,191.19801
17.822,31.930002,190.938
17.802,31.764002,191.03601
17.672,31.226002,191.68001
35.424,17.236,51.426003
35.482002,17.272001,50.45
35.530003,17.148,50.706
28.350002,20.328001,76.89001
28.066002,20.366001,76.412
28.348001,20.490002,76.586006
28.488,20.492,76.844
18.650002,48.952003,23.176
18.75,49.052002,23.210001
18.710001,48.946003,23.064001
14.398001,10.394,197.73001
6.5740004,47.664,109.534004
8.032001,21.806002,3.4440002
8.174001,21.446001,3.282
8.158,21.428001,3.456
8.386001,20.85,3.4060001
29.910002,24.426,182.802
29.854002,24.238,183.03001
29.976002,24.166,183.524
31.828001,15.588,81.728004
31.930002,15.668001,81.68
32.04,15.712001,81.632
32.034,15.662001,81.9
27.856,26.744001,206.078
14.504001,10.344001,197.67801
15.732,17.604,109.148
15.744,17.506,109.142006
15.564001,17.784,109.048004
37.418003,10.308001,96.338005
37.546,10.188001,96.57001
37.468002,10.290001,96.53001
28.230001,26.502,206.158
28.312002,26.586,206.464
32.112003,15.650001,82.01601
29.832,24.846,180.54001
30.038002,24.954,180.488
30.084002,24.986002,180.66801
29.748001,24.810001,180.294
35.524002,18.406,114.246
29.242,49.818,60.748
28.210001,49.872,59.734
28.996002,49.798004,60.730003
29.138,49.772003,61.046
18.906,16.812,100.452
19.352001,16.732,100.606
18.592001,16.836,100.372
30.04,13.330001,213.01001
29.680002,12.886001,213.13602
30.184002,13.542001,212.92201
19.42,35.614002,12.216001
19.642,35.384003,12.214001
19.228,35.898003,12.188001
34.218002,23.134,44.660004
34.006,23.344002,44.394
34.174,23.086,44.590004
34.462,22.920002,44.994003
27.922,52.710003,54.216003
28.068,52.846,54.094
24.916,31.012001,13.6
24.994001,30.728,13.612
25.096,30.742,13.496
25.112001,30.888002,13.478001
19.384,22.128,213.69402
19.408,22.330002,213.544
19.226002,22.174002,213.518
19.624,22.436,213.578
19.738,35.386,12.148001
19.796001,35.370003,12.058001
50.108,38.966003,162.964
50.082,38.444,163.378
50.058002,37.652,163.50401
50.108,39.348003,163.20801
10.648001,15.746,7.438
10.436001,15.434001,7.2900004
10.536,15.254001,7.3280005
10.266001,15.292001,7.1740003
51.842003,40.822002,128.792
51.784004,40.684002,129.076
51.852,41.374,128.826
51.782,41.008003,129.14801
56.198,32.18,99.850006
56.174004,31.946001,99.97201
56.188004,32.164,99.662
12.878,14.064001,206.41
12.762001,14.364,206.16602
31.664001,17.712,115.05601
31.406002,17.604,114.954
31.7,17.692001,114.964005
31.854002,17.730001,115.048004
28.026001,24.506,137.54001
28.54,24.552002,137.75
43.704002,45.210003,67.688
43.558002,45.320004,67.72
43.664,45.18,67.442
43.716003,45.044003,67.052
14.626,30.154001,185.378
14.224001,30.2,185.042
14.382001,29.836002,185.06601
14.268001,30.466002,185.132
20.012001,28.912,10.558001
28.376001,24.582,137.89801
11.904,30.328001,64.936005
11.626,31.106,64.646
11.686001,30.680002,64.72
11.384001,31.682001,64.418
19.228,25.878002,8.632
19.19,25.952002,8.5060005
19.244001,25.688002,8.456
19.196001,26.146002,8.71
47.930004,46.844,168.358
47.906002,46.920002,167.81801
47.666,17.052,111.254005
47.736004,17.018002,111.29201
40.222,23.834002,29.730001
40.638,23.468,30.094002
40.266003,23.668001,29.858002
33.768,20.138,203.08601
33.732002,19.744001,203.15001
33.77,19.866001,203.02
33.768,19.826,202.95001
33.808002,20.328001,203.02
22.820002,18.832,93.62601
22.742,18.924002,93.58
23.000002,18.884,93.424
23.022001,18.518002,93.75001
58.882004,27.660002,89.130005
58.818005,27.008001,89.47
13.870001,10.832001,197.686
14.1380005,10.952001,197.61002
14.212001,10.902,197.59001
18.698,45.920002,21.45
10.156,40.578003,66.094
10.542001,41.182003,66.348
10.146001,40.710003,66.082
10.02,40.682003,65.956
33.79,20.644001,203.17201
63.880005,28.938002,55.88
63.782,28.934002,56.298004
63.828003,28.864002,56.178
63.786003,28.774002,56.402004
54.174004,44.026,118.880005
53.9,44.196003,118.786
18.568,46.24,21.406
14.334001,34.102,50.842003
14.612,33.59,51.444004
16.568,19.832,195.156
63.770004,29.008001,56.398003
63.832005,29.02,56.072002
63.818005,29.100002,56.324
9.374001,25.960001,207.098
48.028004,53.298004,114.198006
48.13,53.402004,114.128006
47.998,53.394,114.20601
47.672,53.678,114.494
25.882002,3.6580002,207.242
25.658,3.5820003,207.11002
39.858,33.632,18.576
41.184002,32.888,18.85
38.522003,34.482002,18.046001
53.776,38.446003,123.51601
53.844,38.256,123.438
63.918003,29.222002,56.056004
55.436,40.800003,114.716
55.438004,41.064003,114.66801
55.398003,41.086002,114.648
55.406002,41.154003,114.718
59.300003,51.710003,25.162
59.288002,51.202003,26.570002
59.31,51.420002,25.956001
59.126003,51.406002,26.292002
33.242,52.86,78.672005
32.460003,52.906002,77.47401
33.210003,52.972004,78.77801
48.982002,14.228001,103.73801
48.892002,13.992001,103.41601
49.140003,14.498001,103.95801
33.184002,23.470001,147.972
33.440002,23.482,148.166
32.896,23.124,148.93001
33.388,23.916,146.68001
32.612003,53.882004,91.518005
32.892002,53.794003,91.73
3.4060001,28.144001,173.53001
3.3700001,27.722002,173.61401
55.846004,22.978,80.318
55.88,22.982,79.94601
55.806004,23.078001,80.02801
55.930004,22.826,80.008
15.582001,45.284,81.798004
15.750001,45.414,81.928
15.992001,45.528004,81.526
15.260001,45.166,82.33
44.146004,23.504002,118.40401
43.660004,23.262001,118.33
43.920002,23.240002,118.282005
44.2,23.36,118.340004
23.916,3.6460001,206.822
24.334002,3.624,206.75201
18.374,12.376,195.06801
18.460001,12.450001,194.95201
18.614,12.3,194.98401
18.674002,12.412001,194.828
69.148,37.288002,15.35
69.298004,37.374,14.986001
69.242004,37.498,14.998001
44.350002,23.372002,118.436005
44.334003,23.45,118.420006
44.236004,23.452002,118.384
44.378002,23.572,118.454
33.666,19.272001,203.56601
33.66,19.080002,203.74802
33.698,18.95,203.69801
33.636,19.29,203.64401
33.578003,19.304,203.73201
46.856003,4.314,87.586006
46.706,4.316,87.638
46.570004,4.204,87.386
46.684002,4.0020003,86.97201
66.546005,34.768,25.37
66.606,34.536003,25.688002
66.37,34.648003,25.578001
66.61,34.386,25.862001
23.838001,49.944004,162.52
24.078001,49.980003,162.57
27.420002,27.028002,203.44601
27.288002,27.090002,203.41602
15.088,18.032001,211.95001
15.232,18.026001,212.022
15.052001,17.936,211.93001
7.4160004,46.930004,103.49801
7.4500003,46.72,103.258
7.2160006,46.644,103.340004
18.990002,43.396004,23.112001
18.954,43.444,23.038002
18.982,43.27,23.02
18.86,43.722004,23.114
24.112001,50.326004,160.182
49.092003,25.766,119.836006
51.832,49.72,112.76601
51.998,49.712,112.66601
52.06,50.012,112.80401
51.906002,49.484,112.65401
13.1640005,20.322,209.78601
13.232,20.160002,209.55202
13.362,20.088001,209.602
13.312,19.986,209.376
13.540001,19.818,209.41402
39.234,49.092003,47.218002
39.056004,49.212,46.99
39.09,49.178,47.45
39.230003,49.078003,46.838
14.976001,20.198002,196.544
6.5800004,34.04,91.142006
6.6600003,34.382,91.00001
6.6700006,33.84,91.124
6.7440004,34.176003,90.94
31.694002,17.492,98.170006
31.7,17.504002,98.426
31.764002,17.414001,98.19401
16.044,41.15,179.84201
9.052,34.374,61.546
9.468,33.760002,61.724003
9.062,34.338,61.628002
8.642,35.106003,61.766003
8.836,34.738003,61.708004
39.244003,49.084003,47.588
39.222,49.058002,47.996002
24.298,54.760002,119.53001
24.064001,54.530003,119.41801
24.172,54.352,119.46001
18.956001,29.470001,48.962
19.072,29.444002,48.838
27.842001,10.0,190.23001
28.000002,9.984,190.39201
45.466003,29.802002,148.136
19.112001,29.432001,48.758003
19.368,29.198002,49.056004
19.508001,29.142002,48.676003
59.648003,28.95,85.512
59.702003,28.678001,85.44
59.702003,29.02,85.152
59.670002,29.340002,85.01
31.936,25.084002,134.74
32.052002,25.138,134.48401
32.078003,25.212002,134.67801
8.496,46.342003,101.83401
8.208,46.358,102.136
39.760002,23.966002,157.25401
33.174,16.118,99.326004
33.118,16.098001,98.928
33.224003,15.992001,98.892006
33.0,16.198,98.996
10.076,24.288002,203.48201
10.208,24.398,203.36401
10.146001,24.264002,203.37401
10.426001,24.498001,203.19402
59.576004,29.284002,85.546005
13.410001,11.488001,0.91600007
13.500001,11.334001,1.258
49.36,42.734,186.412
22.85,32.120003,14.738001
22.742,32.138,14.674001
23.076,31.934002,14.620001
51.448,43.898003,97.26
51.620003,43.808002,97.65201
51.308002,44.18,97.41801
18.662,49.522003,8.268001
18.512001,48.754,8.294001
44.620003,31.068,134.716
44.638,31.012001,134.48201
44.980003,31.316002,134.576
44.188004,30.636002,134.494
55.536003,52.062004,21.45
55.812004,52.034004,22.218
55.762,52.270004,21.082
55.666004,52.398003,20.34
38.806004,12.668,60.13
38.258003,13.420001,107.274
38.098003,13.374001,107.34601
37.908,13.308001,107.37601
38.022003,13.348001,107.434006
17.726002,18.042002,111.726006
17.872002,17.970001,111.70801
18.636002,17.848001,111.992004
18.276001,17.958,111.950005
60.658005,29.646002,79.62
60.65,29.572,79.894005
60.648003,29.934002,79.194
55.218002,51.730003,22.112001
55.270004,52.094,20.762001
55.260002,51.544003,22.920002
39.212,12.434001,60.394
10.774,14.9140005,202.268
10.734,15.038001,202.264
10.820001,14.872001,202.08801
10.89,14.754001,202.06201
39.474003,25.310001,131.274
39.532,25.254002,130.946
39.800003,25.460001,131.19801
39.870003,25.432001,130.916
33.462,30.228,26.438002
33.546,30.19,26.572
42.496002,5.4960003,67.956
42.546,5.2500005,68.504005
42.436,5.164,69.298004
42.612003,5.7440004,66.324005
42.54,5.42,67.962006
58.858,18.616001,7.2360005
58.768,18.5,7.28
58.842003,18.162,7.018
58.700005,18.842001,7.5260005
43.106003,25.650002,119.816
43.296,25.794,119.948006
42.928,25.802002,119.366005
43.114002,25.526001,119.94601
33.708,9.55,81.25201
33.776,9.490001,81.51
38.796,56.272003,124.24801
39.138,56.226,124.254005
39.58,56.114002,124.34601
12.440001,31.522001,66.332
59.738003,26.176,80.408005
59.772003,26.144001,80.546005
51.622,33.066,179.766
59.918003,34.848003,66.086006
8.836,25.522001,7.6280003
9.628,24.716002,7.6320004
9.17,26.058,7.5980005
59.110004,21.248001,15.146001
32.718002,13.996,95.688
32.758003,14.076,95.852005
32.68,14.090001,95.54201
32.796,13.910001,96.020004
58.812004,49.862003,31.268002
58.778004,49.818,31.432001
58.688004,49.95,31.214
58.324,48.474003,3.5500002
58.544003,48.658,3.7480001
58.726,48.584003,3.956
60.254,35.056004,64.524
60.06,34.940002,65.354004
60.126003,34.932003,65.07201
9.862,36.816,58.474003
9.764001,36.742,58.530003
9.7960005,36.586002,58.568005
56.004,32.5,0.81000006
56.134003,32.696003,0.96400005
56.412003,32.048,1.222
55.994003,32.866,0.84800005
20.806002,14.076,109.184006
20.466002,13.954,109.11001
58.642002,49.722004,31.992
20.208,57.280003,117.648
20.448002,57.166004,117.716
39.784,12.22,53.926003
39.912003,12.01,54.078003
39.856003,12.120001,54.174004
39.748,12.392,54.064003
35.22,61.764004,13.110001
34.944,61.756004,13.148001
35.362003,61.884003,12.690001
37.972,17.202002,53.534004
38.088,17.078001,52.972004
25.582,31.444002,48.81
25.684002,31.642002,48.436
25.86,31.278002,49.592003
25.670002,31.170002,49.656002
22.202002,49.448,137.06601
21.622002,49.126003,137.464
21.766,49.264004,137.06801
37.908,17.294,53.872
33.760002,9.620001,81.75201
33.826,9.536,81.880005
13.048,10.404,200.384
13.254001,10.396001,200.35802
13.26,10.35,200.48601
13.316001,10.396001,200.242
13.396001,10.34,200.36002
36.006,13.346001,4.0820003
35.592003,13.178,4.188
35.312,13.122001,4.1340003
54.390003,46.272003,44.886
54.566,46.318,45.046
54.638004,46.49,44.712
53.938004,45.948,45.082
47.564003,37.948,179.432
47.622,37.920002,179.682
47.628002,38.116,179.46
43.336002,50.062004,92.262
22.062,52.852,102.982
21.720001,52.752003,102.996
21.692001,52.820004,103.162
21.252,52.648003,103.162
13.400001,10.280001,200.47601
64.744,29.194002,39.782
64.868004,29.138,39.828003
64.73801,29.006,39.998
40.626003,52.798004,135.76001
40.866,53.038002,134.73201
62.022003,19.296001,28.364002
61.808002,19.004002,28.392002
62.084003,19.330002,28.024002
62.218002,19.574001,28.152
34.514,20.122002,65.66
34.316,20.008001,66.328
64.608,29.002,40.082
57.542004,34.662003,77.012
57.438004,35.332,110.656006
57.314003,34.672,110.700005
57.392002,34.812,110.67801
57.332005,33.916,110.69201
64.096,25.35,21.438002
34.746002,20.296001,64.79
34.892002,20.246,64.23
34.79,20.174002,64.596
34.682003,20.138,65.05
20.358002,21.494001,77.618004
20.224,21.160002,77.75201
10.848001,22.418001,148.61801
10.766001,22.064001,148.65201
10.734,22.504002,148.61401
49.760002,28.968002,121.22401
49.806004,29.024002,121.142006
49.732002,28.77,121.09401
22.418001,38.386,16.658
22.088001,38.724003,16.576
22.264002,37.974003,16.578001
22.532001,38.77,16.744001
34.738003,20.612001,64.704
34.88,20.686,64.192
34.578003,20.86,65.12
59.736004,27.546001,61.042004
14.468,23.048,86.782005
8.31,29.476002,81.15
8.5,28.94,81.25001
8.280001,29.586002,81.316
40.004,24.630001,156.246
39.662003,24.320002,156.654
46.758003,7.8960004,60.870003
46.996002,7.846,60.804005
47.098003,7.564,61.208004
10.104,26.898,204.59201
10.252001,27.044,204.73401
10.266001,27.074001,204.62001
10.52,27.28,204.76001
36.284,31.058,30.032001
36.568,30.774002,30.438002
36.142002,31.222002,30.214
36.066,31.282001,29.714
33.838,17.198,208.03201
34.006,17.096,207.83002
33.780003,17.116001,208.05801
33.764,16.980001,207.994
48.194004,52.828003,110.92801
47.968002,52.642002,111.060005
7.7500005,25.958002,95.590004
7.7520003,26.114,95.48601
7.7200003,26.314001,95.364006
7.636,26.178001,95.592
7.6500006,26.488,95.304
10.548,27.326002,204.65201
10.764001,27.590002,204.72801
7.1180005,25.434002,0.46600002
7.346,25.002,0.45600003
7.1960006,25.214,0.536
7.0620003,25.452002,0.60400003
18.734001,33.298,194.218
18.740002,33.398003,194.048
18.666,33.208,194.00002
18.746,33.438,193.84401
18.672,33.268,193.608
50.402004,0.074,76.4
50.716003,0.136,76.444
50.426003,0.09,76.678
26.570002,50.952003,80.452
26.046001,50.894,80.19601
26.304,51.016003,80.582
26.964,50.966003,80.596
17.268002,46.828003,27.964
16.374,21.114,195.94801
36.594,24.810001,148.24
36.784,24.828001,148.36801
36.482002,24.572,148.966
37.742,53.854004,96.3
37.488003,53.902004,96.276
37.754,53.928,96.560005
16.982,46.480003,28.546001
17.124,46.730003,28.318
19.78,33.084003,196.19601
19.722,32.992,196.17601
55.982002,23.444,71.94601
57.730003,25.668001,66.936005
58.036003,25.526001,67.964005
58.152004,25.594002,67.652
0.906,46.710003,1.422
1.014,46.392002,1.47
0.934,46.626003,1.6700001
1.174,45.878002,1.516
59.972004,25.698002,80.622
59.920002,25.732,80.218
59.9,25.814001,79.706
14.190001,18.740002,167.84401
14.344001,18.772001,168.14801
13.972001,18.664001,167.638
55.952003,20.09,23.822
56.306004,19.728,23.942001
10.804001,30.052002,78.64001
10.876,29.538002,79.200005
10.782001,29.560001,79.310005
10.882001,29.198002,79.672005
16.59,25.192001,67.96001
17.088001,24.972002,68.26601
17.168001,24.816002,68.496
17.324001,24.85,68.498
18.112001,30.084002,204.714
64.592,30.400002,50.338
64.548004,30.298002,50.372
64.532005,30.320002,50.046
64.514,30.224,50.122
65.786,31.782001,49.15
65.792,31.842001,48.912003
65.644005,31.648,49.202003
12.898001,45.872,93.268005
13.182,46.158,93.274
33.556,14.926001,204.24802
33.622,15.246,204.27802
33.730003,15.052001,204.45601
33.546,15.288001,204.12401
16.238,24.478,212.22202
16.436,24.322,212.048
16.262001,24.496,212.158
16.130001,24.704,212.13
12.472,44.722004,85.436005
12.144001,44.456,85.43
12.124001,44.492,85.678
11.7560005,44.182003,85.72
50.578003,45.260002,134.09001
50.672,44.980003,134.472
50.670002,45.074,133.694
50.780003,44.77,133.862
50.812004,44.61,134.436
15.118001,44.418003,167.58
15.194001,44.468002,168.11401
15.540001,44.784,167.434
14.630001,43.976,167.994
60.026,29.634,76.986
59.920002,29.666002,77.144005
60.006004,29.658,77.47
59.932003,29.568,76.43201
59.902004,29.642002,76.836006
17.550001,16.592001,105.546005
18.582,32.892002,41.792004
18.480001,32.726,41.988003
18.346,32.536003,42.24
4.1060004,46.760002,113.588005
3.9500003,46.476,113.424
4.2380004,47.13,113.64001
37.036003,13.708,110.26601
36.798,13.554001,109.858
37.480003,14.012001,110.966
57.952003,21.362001,10.754001
57.894,21.438002,10.678
57.938004,21.332,10.556001
58.034004,21.314001,10.728001
20.718,36.856003,14.214001
48.594,42.984,56.222004
43.244003,4.9620004,66.346
43.254,5.032,66.026
43.38,4.822,66.574005
43.166,4.958,66.734
43.308002,4.848,66.676
26.686,17.410002,98.240005
26.878002,17.526001,98.192
26.948002,17.474,98.37601
27.04,17.578001,98.326004
20.498001,50.824,28.468
20.616001,50.930004,28.766
20.832,51.028004,28.560001
21.064001,51.168003,28.868002
48.026,43.092003,55.936
48.058002,43.062,56.194004
47.826004,43.128002,56.018
55.702003,21.044,17.01
55.248,21.438002,16.534
30.766,19.002,58.744003
31.010002,19.150002,59.188004
31.166002,19.326,59.058002
30.850002,19.018002,59.168003
14.892001,16.782001,196.936
14.562,17.188002,197.242
13.954,17.710001,197.50601
14.314001,17.53,197.494
18.490002,46.648003,151.154
18.168001,46.202003,151.156
18.114,46.242,151.81801
35.282,56.022003,116.76401
35.594,56.090004,116.73401
35.396,56.162003,116.87401
48.942,50.228,24.992
49.4,50.090004,25.158
49.596,50.188004,24.800001
49.112003,50.072002,25.324001
14.22,17.744001,197.656
38.904003,21.696001,7.2580004
38.938004,21.580002,7.2440004
37.732002,8.356,77.934006
37.954002,8.166,77.452
37.798,8.196,78.032005
37.942,8.030001,77.764
56.144,13.816001,92.71001
56.034004,13.340001,92.594
56.234,13.698001,92.48801
56.346004,14.182001,92.590004
51.518,4.7400002,64.612
51.744003,4.7060003,64.71001
51.378002,4.4760003,65.178
51.742,4.92,64.21001
27.104002,61.108,6.9100003
26.714,60.940002,7.5200005
27.434002,61.24,7.51
30.164001,15.920001,81.520004
30.426,15.876,81.832
30.298002,15.884001,81.812004
30.172,15.862,81.902
62.346004,33.204002,71.924
62.422005,33.254,71.548004
54.092003,47.664,116.70801
54.066,47.416,116.59601
54.216003,47.246002,116.604004
13.722001,42.868004,164.99
14.06,43.046,163.94801
13.598001,42.660004,164.72202
25.164001,6.0740004,209.73601
54.232002,50.472004,25.054
17.948,46.844,157.18001
17.892,46.840004,157.83401
41.418003,28.202002,135.62001
41.644,28.336,135.416
41.18,28.044,135.67001
3.8920002,28.506,174.548
3.798,28.582,174.36601
4.0820003,28.794,174.55801
8.112,25.606,95.482
8.074,25.802002,95.396
8.286,25.682001,95.34601
7.9440002,26.066002,95.318
34.056,57.204002,107.740005
34.140003,57.214005,107.90201
33.668003,57.120003,108.128006
35.544003,54.544003,111.29401
35.18,54.524002,111.25201
35.222,54.7,111.44201
23.392,26.7,10.864
23.2,26.732,10.882001
23.252,26.43,10.778001
23.434002,27.02,10.932
22.502,18.098001,113.726006
22.11,17.87,113.700005
22.554,17.888,113.770004
23.032001,18.152,113.828
22.028002,23.778002,73.508
3.976,30.208002,107.746
3.8100002,30.344002,107.636
3.778,30.146002,107.52801
3.476,30.588001,107.450005
36.078003,54.744003,111.61001
35.486,54.822002,111.58401
34.892002,54.904003,111.628006
55.488003,28.400002,112.65001
55.624004,28.062002,112.634
52.386,47.414,122.08401
52.478,47.506,122.074005
61.270004,32.698,76.374
12.918,38.972,45.084003
13.016001,38.594,45.08
12.918,38.732002,45.496002
12.726001,39.306004,45.904003
46.88,42.820004,65.47401
47.016003,42.724003,65.784004
46.392002,43.036003,66.084
47.082,24.808,8.474
47.566,24.178001,8.4140005
46.674004,25.186,8.5060005
45.908,25.568,8.518001
46.166,25.268002,8.472
35.156002,50.660004,78.736
34.786003,50.870003,78.590004
5.696,36.858,91.66
5.5340004,37.008003,91.128006
5.4900002,36.712,91.268005
5.478,36.902,91.036
37.464,9.392,88.600006
37.382,9.478001,88.65
37.266003,9.47,88.062004
37.454002,9.562,89.298004
13.218,42.414,170.082
13.652,42.838,170.09001
13.656001,42.936,169.50201
14.114,43.300003,169.97401
8.400001,27.750002,87.378006
8.244,27.836,86.942
27.856,23.998001,178.58401
18.492,29.224,149.102
18.332,29.480001,148.772
19.014002,28.658,149.13
21.346,28.344002,50.824
21.518002,28.136002,51.254
34.686,22.798,42.88
34.748,22.564001,42.802002
9.686001,24.972002,94.842
9.872001,24.928001,94.80801
55.908,54.398003,13.590001
56.058002,54.138004,14.51
56.084003,54.672,12.950001
56.194004,54.634003,13.228001
42.514004,63.766003,4.934
42.45,63.468002,5.4100003
42.762,63.794003,4.656
27.322,57.090004,8.940001
27.226002,57.006004,8.872001
27.256,56.660004,8.958
9.364,25.076002,94.854004
9.446,25.168001,94.75201
9.142,25.226002,94.83
55.882004,54.634003,12.844001
20.096,44.492,16.568
20.374,43.688004,16.858002
20.09,44.508003,16.744001
19.904001,45.112003,16.644001
14.752001,17.054,162.21
15.280001,16.86,161.48601
15.028001,16.990002,161.89201
20.008001,44.664,17.070002
20.028002,44.668003,16.932001
20.194,44.164,17.006
19.002,20.594002,213.90201
59.190002,49.966003,30.098001
59.276,49.77,30.422
59.272003,50.078003,29.582
59.146004,49.896004,30.436
15.984001,49.648003,7.2420006
15.688001,49.430004,7.2300005
15.932001,48.868004,7.2440004
16.058,50.312004,7.2380004
57.54,18.724,90.508
57.482002,18.742,90.812004
57.514004,19.052,90.80801
57.578003,19.330002,90.704
51.796,47.964,121.728004
51.574,48.074,121.68201
51.572002,47.816,121.70801
51.476,47.938004,121.700005
51.472004,47.622,121.76
30.758001,35.862003,12.342001
31.168001,35.844,12.082001
7.9500003,35.06,86.178
7.9100003,34.920002,86.392006
7.8420005,34.472,86.582
31.12,36.256,12.444
31.256002,36.27,12.400001
31.052002,36.586002,12.764001
30.788002,36.262,12.612
31.2,36.006,12.206
12.714001,41.872,166.06401
