x,y,z
19.648,28.302002,141.95801
20.318,27.85,141.87001
21.882002,26.954,141.25601
21.106,27.358002,141.3
21.820002,26.954,141.026
57.088,43.13,54.13
57.044003,42.892002,54.454002
57.098003,42.388,54.300003
56.838,43.816,54.046
57.022003,43.978,53.070004
56.874004,44.06,53.116
6.88,32.474003,120.72201
6.6720004,32.034,119.68001
6.8740005,32.142002,120.66
7.6540003,33.222,124.99801
7.5980005,33.444,124.482
7.5380006,32.762,124.008
56.382004,26.582,99.614006
56.464005,26.476002,99.358
56.494003,26.820002,99.106
54.958004,23.804,102.422005
54.992004,24.228,102.484
54.83,23.892,102.732
49.546,39.65,143.53201
49.452003,39.158,143.56201
49.432003,39.042004,143.06601
49.612003,39.254,145.23201
49.632004,38.690002,146.272
49.500004,38.736,145.136
54.992004,44.134003,115.8
55.258003,43.432003,115.684006
55.192,44.058002,115.87201
54.102,47.154003,116.49801
54.108,46.86,116.34601
54.320004,46.79,116.424
20.504002,36.08,14.826001
20.182001,36.346,14.734001
20.490002,35.722,14.870001
20.574001,36.562,14.612
20.536001,36.966003,14.318001
20.394001,36.846,14.536
59.494003,31.050001,83.4
59.202003,31.052002,84.024
59.434002,30.740002,83.914
58.136,30.03,88.28001
58.368004,30.122002,87.828
58.112003,30.204002,88.064
14.892001,19.320002,166.52802
14.910001,19.18,166.03001
15.040001,19.494001,166.244
16.720001,18.886002,163.04001
16.574001,19.394001,163.744
15.960001,18.910002,163.934
51.362003,7.5880003,89.698006
50.896004,7.2500005,89.76
50.590004,7.0020003,89.50001
52.922,9.122001,89.43201
52.926003,9.030001,89.12601
53.366,9.544001,88.98601
4.178,44.546,104.802
4.2320004,44.83,104.826004
3.9900002,44.642002,104.340004
4.0740004,44.508003,103.15
3.9720001,44.626003,103.536
4.2120004,44.804,103.426
65.184006,31.304,44.456
65.124,31.178001,44.826004
65.198006,31.264002,44.252003
65.836006,31.692001,41.312
66.212006,31.61,41.24
66.234,31.764002,40.732002
31.598001,26.37,63.116
31.466002,26.742,62.544003
31.856,26.752,61.974003
30.048002,27.140001,63.088
30.44,27.222002,62.642002
30.346,27.042002,63.088
4.1480002,42.966003,105.392006
4.092,42.494003,104.814
4.0620003,42.324,104.84601
4.3640003,44.202003,105.70801
4.2980003,44.288002,105.350006
4.2380004,43.766003,105.284004
25.380001,39.02,17.828001
26.328001,38.942,17.890001
25.654001,39.102,18.01
23.858002,39.408,17.7
23.618002,39.472,17.596
23.86,39.286003,17.574001
8.464001,42.294003,90.740005
8.404,41.984,91.51
8.752001,42.384003,91.47201
10.332001,43.34,87.34801
9.972,43.104004,87.80801
10.254001,43.468002,87.892006
19.826,41.968002,13.630001
19.676,42.232002,13.126
19.772001,41.392002,13.498001
19.998001,40.326,13.852
20.064001,40.902,14.054001
19.85,40.550003,13.652
56.752003,16.156,78.636
57.012,16.374,78.68201
56.664,16.442001,78.896
56.066,14.748001,78.966
55.972004,14.496,79.326004
56.004,13.962001,79.274
30.298002,24.392002,69.236
30.442001,24.6,68.670006
30.502,24.158,69.452
31.124,24.356,68.192
31.500002,23.656002,68.802
31.036001,23.842001,69.23
24.372002,21.316002,214.87401
24.554,20.936,215.19601
24.816002,21.604,214.73401
24.250002,19.466002,215.47401
24.034,19.496,215.50401
24.18,19.070002,215.56001
32.398003,20.492,52.728
32.144,20.408,52.54
32.06,20.348001,53.084003
31.79,20.266,52.302002
31.718002,20.194,52.934002
31.854002,20.254002,53.160004
38.302002,50.584003,65.814
38.004,50.538002,65.608
38.08,50.570004,65.916
37.538002,50.454002,65.72401
37.45,50.368004,66.090004
37.856003,50.516003,66.096
